iter	Passed	Remaining
138	3722	23056
139	3747	23019
140	3773	22988
141	3801	22970
142	3827	22939
143	3853	22909
144	3879	22877
145	3905	22843
146	3931	22815
147	3958	22787
148	3984	22755
149	4011	22730
150	4038	22703
151	4064	22676
152	4091	22650
153	4117	22616
154	4141	22575
155	4167	22546
156	4194	22519
157	4220	22492
158	4245	22455
159	4273	22435
160	4300	22409
161	4326	22379
162	4353	22352
163	4379	22326
164	4410	22321
165	4436	22290
166	4461	22254
167	4489	22231
168	4513	22195
169	4538	22158
170	4564	22130
171	4590	22100
172	4617	22072
173	4642	22039
174	4669	22013
175	4694	21980
176	4720	21946
177	4744	21909
178	4770	21881
179	4796	21851
180	4823	21825
181	4847	21788
182	4873	21757
183	4900	21731
184	4924	21694
185	4949	21661
186	4977	21642
187	5003	21609
188	5029	21581
189	5055	21552
190	5082	21526
191	5106	21488
192	5131	21456
193	5156	21421
194	5181	21389
195	5214	21390
196	5242	21367
197	5270	21347
198	5295	21315
199	5321	21286
200	5346	21254
201	5371	21222
202	5396	21187
203	5419	21147
204	5443	21111
205	5469	21082
206	5495	21053
207	5521	21023
208	5546	20993
209	5574	20970
210	5600	20943
211	5626	20913
212	5653	20889
213	5680	20864
214	5706	20834
215	5731	20804
216	5759	20780
217	5784	20748
218	5810	20720
219	5836	20692
220	5861	20661
221	5888	20635
222	5914	20606
223	5941	20581
224	5965	20547
225	5990	20516
226	6016	20488
227	6043	20461
228	6068	20432
229	6094	20403
230	6119	20371
231	6145	20343
232	6171	20316
233	6197	20288
234	6223	20259
235	6251	20237
236	6278	20212
237	6302	20179
238	6329	20152
239	6354	20123
240	6395	20141
241	6421	20112
242	6448	20087
243	6475	20063
244	6500	20032
245	6524	19997
246	6549	19966
247	6575	19938
248	6600	19907
249	6627	19881
250	6651	19849
251	6678	19822
252	6702	19788
253	6728	19762
254	6754	19734
255	6781	19707
256	6805	19675
257	6832	19650
258	6860	19627
259	6888	19605
260	6915	19581
261	6941	19551
262	6966	19520
263	6992	19493
264	7017	19464
265	7045	19441
266	7071	19414
267	7099	19390
268	7125	19364
269	7151	19335
270	7177	19306
271	7203	19278
272	7229	19251
273	7255	19224
274	7282	19199
275	7307	19168
276	7332	19138
277	7359	19114
278	7384	19083
279	7409	19051
280	7435	19025
281	7461	18997
282	7487	18969
283	7511	18937
284	7536	18908
285	7560	18874
286	7585	18844
287	7611	18817
288	7639	18795
289	7663	18761
290	7689	18735
291	7716	18710
292	7741	18679
293	7766	18650
294	7791	18619
295	7818	18595
296	7842	18563
297	7866	18530
298	7890	18500
299	7915	18470
300	7941	18442
301	7978	18439
302	8003	18410
303	8031	18387
304	8057	18361
305	8082	18331
306	8107	18301
307	8133	18272
308	8160	18248
309	8186	18222
310	8213	18195
311	8238	18167
312	8264	18139
313	8290	18113
314	8315	18083
315	8340	18053
316	8365	18024
317	8390	17995
318	8416	17967
319	8441	17938
320	8468	17913
321	8494	17885
322	8521	17860
323	8546	17832
324	8572	17803
325	8598	17776
326	8624	17749
327	8649	17720
328	8673	17690
329	8701	17666
330	8727	17639
331	8753	17612
332	8779	17585
333	8806	17560
334	8833	17534
335	8858	17505
336	8884	17478
337	8909	17449
338	8933	17418
339	8959	17392
340	8984	17362
341	9010	17336
342	9052	17339
343	9077	17310
344	9102	17281
345	9126	17250
346	9150	17220
347	9176	17193
348	9202	17166
349	9228	17138
350	9254	17112
351	9281	17086
352	9307	17059
353	9332	17030
354	9357	17001
355	9382	16972
356	9409	16947
357	9434	16919
358	9458	16888
359	9484	16861
360	9509	16833
361	9535	16805
362	9559	16776
363	9595	16765
364	9619	16734
365	9645	16707
366	9672	16682
367	9698	16655
368	9724	16629
369	9750	16602
370	9777	16576
371	9801	16547
372	9827	16519
373	9853	16492
374	9878	16464
375	9903	16435
376	9929	16408
377	9955	16381
378	9980	16352
379	10004	16323
380	10030	16296
381	10057	16270
382	10083	16244
383	10124	16241
384	10147	16209
385	10173	16182
386	10199	16156
387	10226	16129
388	10250	16100
389	10274	16070
390	10299	16042
391	10327	16017
392	10351	15987
393	10374	15956
394	10399	15928
395	10424	15899
396	10450	15872
397	10476	15846
398	10503	15820
399	10529	15794
400	10559	15772
401	10584	15744
402	10612	15720
403	10638	15694
404	10663	15665
405	10688	15637
406	10713	15610
407	10740	15583
408	10764	15555
409	10788	15525
410	10813	15497
411	10840	15471
412	10864	15442
413	10891	15415
414	10917	15390
415	10944	15364
416	10969	15335
417	10995	15308
418	11019	15280
419	11044	15252
420	11071	15226
421	11095	15197
422	11119	15168
423	11144	15139
424	11169	15111
425	11194	15083
426	11218	15053
427	11243	15026
428	11268	14998
429	11294	14971
430	11319	14944
431	11346	14918
432	11371	14889
433	11394	14860
434	11420	14834
435	11445	14805
436	11471	14778
437	11495	14749
438	11519	14720
439	11544	14692
440	11568	14664
441	11594	14637
442	11620	14610
443	11645	14582
444	11670	14555
445	11698	14531
446	11739	14523
447	11765	14496
448	11790	14469
449	11816	14442
450	11843	14416
451	11869	14390
452	11893	14361
453	11920	14336
454	11945	14308
455	11970	14280
456	11994	14251
457	12019	14224
458	12044	14195
459	12069	14168
460	12095	14141
461	12120	14114
462	12146	14087
463	12172	14060
464	12197	14033
465	12224	14007
466	12250	13981
467	12277	13956
468	12303	13929
469	12328	13902
470	12353	13874
471	12377	13845
472	12401	13817
473	12429	13792
474	12455	13767
475	12481	13739
476	12507	13713
477	12532	13686
478	12558	13659
479	12583	13632
480	12611	13607
481	12637	13580
482	12661	13552
483	12687	13526
484	12713	13499
485	12738	13472
486	12763	13444
487	12787	13415
488	12810	13386
489	12835	13359
490	12859	13330
491	12884	13303
492	12910	13277
493	12935	13249
494	12962	13224
495	12989	13198
496	13013	13170
497	13039	13144
498	13063	13115
499	13087	13087
500	13110	13058
501	13136	13031
502	13161	13004
503	13187	12978
504	13213	12952
505	13240	12926
506	13265	12899
507	13290	12871
508	13317	12846
509	13344	12820
510	13368	12793
511	13395	12767
512	13421	12741
513	13449	12716
514	13473	12688
515	13498	12661
516	13525	12636
517	13550	12608
518	13575	12581
519	13601	12555
520	13626	12528
521	13649	12499
522	13674	12472
523	13700	12445
524	13725	12418
525	13750	12390
526	13775	12363
527	13800	12337
528	13824	12309
529	13855	12287
530	13880	12259
531	13904	12232
532	13932	12207
533	13956	12179
534	13981	12152
535	14007	12125
536	14032	12099
537	14057	12071
538	14082	12044
539	14107	12017
540	14132	11990
541	14158	11963
542	14183	11937
543	14208	11909
544	14233	11883
545	14262	11859
546	14290	11834
547	14316	11808
548	14343	11783
549	14367	11755
550	14392	11728
551	14416	11700
552	14440	11672
553	14464	11644
554	14490	11618
555	14517	11593
556	14544	11567
557	14568	11539
558	14595	11514
559	14621	11488
560	14648	11462
561	14673	11436
562	14700	11410
563	14726	11384
564	14752	11358
565	14777	11331
566	14804	11305
567	14829	11279
568	14855	11252
569	14882	11226
570	14908	11201
571	14935	11175
572	14962	11149
573	14986	11122
574	15011	11095
575	15037	11069
576	15061	11041
577	15084	11013
578	15109	10986
579	15133	10959
580	15158	10931
581	15182	10904
582	15210	10879
583	15238	10854
584	15263	10827
585	15290	10802
586	15314	10775
587	15340	10749
588	15366	10722
589	15392	10696
590	15417	10669
591	15441	10641
592	15467	10615
593	15492	10589
594	15516	10561
595	15540	10534
596	15566	10508
597	15591	10481
598	15619	10456
599	15644	10429
600	15669	10402
601	15693	10375
602	15719	10349
603	15744	10322
604	15772	10298
605	15796	10270
606	15821	10243
607	15847	10217
608	15872	10190
609	15896	10163
610	15923	10137
611	15950	10112
612	15974	10085
613	16000	10058
614	16025	10032
615	16050	10005
616	16075	9978
617	16110	9958
618	16137	9932
619	16163	9906
620	16188	9880
621	16216	9854
622	16241	9828
623	16266	9801
624	16290	9774
625	16315	9747
626	16341	9721
627	16365	9694
628	16389	9666
629	16415	9641
630	16440	9614
631	16468	9589
632	16493	9562
633	16519	9536
634	16545	9510
635	16570	9483
636	16597	9458
637	16621	9431
638	16645	9403
639	16670	9376
640	16695	9350
641	16722	9324
642	16747	9298
643	16772	9271
644	16797	9245
645	16824	9219
646	16850	9193
647	16878	9168
648	16903	9142
649	16929	9116
650	16956	9090
651	16980	9063
652	17005	9036
653	17032	9011
654	17058	8985
655	17083	8958
656	17107	8931
657	17155	8916
658	17180	8890
659	17206	8864
660	17230	8836
661	17256	8810
662	17283	8784
663	17310	8759
664	17335	8733
665	17361	8706
666	17386	8680
667	17414	8655
668	17441	8629
669	17467	8603
670	17492	8577
671	17518	8550
672	17543	8524
673	17568	8497
674	17593	8470
675	17619	8445
676	17647	8419
677	17672	8393
678	17698	8367
679	17725	8341
680	17749	8314
681	17775	8288
682	17800	8261
683	17826	8235
684	17852	8209
685	17877	8183
686	17902	8156
687	17927	8129
688	17952	8103
689	17976	8076
690	17999	8049
691	18024	8022
692	18048	7995
693	18075	7969
694	18100	7943
695	18127	7917
696	18153	7891
697	18179	7865
698	18203	7838
699	18229	7812
700	18254	7786
701	18281	7760
702	18306	7734
703	18330	7707
704	18354	7680
705	18380	7654
706	18404	7627
707	18431	7601
708	18457	7575
709	18481	7548
710	18506	7522
711	18531	7496
712	18558	7470
713	18583	7443
714	18609	7417
715	18635	7391
716	18659	7364
717	18687	7339
718	18712	7313
719	18736	7286
720	18762	7260
721	18786	7233
722	18810	7206
723	18836	7180
724	18861	7154
725	18887	7128
726	18912	7102
727	18939	7076
728	18965	7050
729	18991	7024
730	19015	6997
731	19042	6971
732	19068	6945
733	19092	6919
734	19119	6893
735	19146	6867
736	19171	6841
737	19196	6815
738	19223	6789
739	19250	6763
740	19275	6737
741	19299	6710
742	19325	6684
743	19364	6663
744	19390	6636
745	19413	6610
746	19438	6583
747	19464	6557
748	19489	6531
749	19514	6504
750	19541	6479
751	19564	6452
752	19590	6426
753	19617	6400
754	19644	6374
755	19669	6348
756	19693	6321
757	19718	6295
758	19744	6269
759	19772	6243
760	19798	6217
761	19822	6191
762	19847	6165
763	19873	6138
764	19898	6112
765	19925	6086
766	19950	6060
767	19975	6034
768	20002	6008
769	20027	5982
770	20054	5956
771	20078	5929
772	20106	5904
773	20133	5878
774	20159	5852
775	20185	5826
776	20209	5800
777	20233	5773
778	20259	5747
779	20286	5721
780	20312	5695
781	20337	5669
782	20362	5643
783	20387	5616
784	20412	5590
785	20438	5564
786	20463	5538
787	20488	5512
788	20516	5486
789	20540	5460
790	20566	5434
791	20591	5407
792	20616	5381
793	20641	5355
794	20666	5329
795	20692	5303
796	20719	5277
797	20744	5250
798	20768	5224
799	20794	5198
800	20819	5172
801	20844	5146
802	20869	5119
803	20893	5093
804	20917	5067
805	20941	5040
806	20967	5014
807	20992	4988
808	21018	4962
809	21042	4935
810	21068	4909
811	21095	4884
812	21120	4857
813	21147	4832
814	21174	4806
815	21198	4780
816	21224	4754
817	21250	4728
818	21279	4702
819	21304	4676
820	21330	4650
821	21355	4624
822	21381	4598
823	21406	4572
824	21429	4545
825	21453	4519
826	21479	4493
827	21504	4467
828	21531	4441
829	21557	4415
830	21581	4388
831	21605	4362
832	21632	4336
833	21659	4311
834	21684	4284
835	21710	4258
836	21735	4232
837	21760	4206
838	21785	4180
839	21809	4154
840	21834	4128
841	21861	4102
842	21886	4076
843	21911	4050
844	21937	4023
845	21967	3998
846	21992	3972
847	22018	3946
848	22043	3920
849	22068	3894
850	22094	3868
851	22120	3842
852	22147	3816
853	22172	3790
854	22196	3764
855	22220	3738
856	22246	3712
857	22273	3686
858	22298	3660
859	22323	3634
860	22349	3608
861	22377	3582
862	22402	3556
863	22427	3530
864	22453	3504
865	22477	3478
866	22503	3452
867	22528	3425
868	22552	3399
869	22579	3373
870	22607	3348
871	22634	3322
872	22662	3296
873	22687	3270
874	22711	3244
875	22735	3218
876	22760	3192
877	22785	3166
878	22811	3140
879	22835	3113
880	22862	3088
881	22887	3062
882	22913	3036
883	22939	3010
884	22966	2984
885	22990	2958
886	23016	2932
887	23041	2906
888	23067	2880
889	23091	2854
890	23116	2827
891	23142	2802
892	23167	2775
893	23193	2750
894	23220	2724
895	23247	2698
896	23275	2672
897	23300	2646
898	23324	2620
899	23350	2594
900	23376	2568
901	23402	2542
902	23429	2516
903	23458	2491
904	23484	2465
905	23510	2439
906	23536	2413
907	23562	2387
908	23589	2361
909	23612	2335
910	23636	2309
911	23664	2283
912	23690	2257
913	23717	2231
914	23744	2205
915	23771	2179
916	23798	2154
917	23826	2128
918	23852	2102
919	23878	2076
920	23902	2050
921	23927	2024
922	23953	1998
923	23979	1972
924	24004	1946
925	24029	1920
926	24055	1894
927	24079	1868
928	24104	1842
929	24128	1816
930	24153	1790
931	24178	1764
932	24204	1738
933	24228	1712
934	24253	1686
935	24280	1660
936	24305	1634
937	24330	1608
938	24355	1582
939	24379	1556
940	24407	1530
941	24434	1504
942	24459	1478
943	24484	1452
944	24509	1426
945	24536	1400
946	24564	1374
947	24588	1348
948	24614	1322
949	24637	1296
950	24663	1270
951	24687	1244
952	24711	1218
953	24734	1192
954	24759	1166
955	24786	1140
956	24811	1114
957	24836	1088
958	24877	1063
959	24900	1037
960	24925	1011
961	24951	985
962	24977	959
963	25002	933
964	25027	907
965	25053	881
966	25080	855
967	25119	830
968	25144	804
969	25169	778
970	25195	752
971	25220	726
972	25245	700
973	25270	674
974	25296	648
975	25324	622
976	25351	596
977	25377	570
978	25404	544
979	25429	518
980	25456	493
981	25480	467
982	25504	441
983	25530	415
984	25555	389
985	25578	363
986	25605	337
987	25630	311
988	25657	285
989	25685	259
990	25709	233
991	25735	207
992	25761	181
993	25787	155
994	25815	129
995	25842	103
996	25866	77
997	25892	51
998	25917	25
999	25943	0
