SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,1630180,0022201216,"Apr 09, 2023",ATL @ BOS,L,15,4,8,0.5,1,3,0.333,0,0,0.0,2,2,4,3,3,0,0,0,9,6,1
22022,1630180,0022201205,"Apr 07, 2023",ATL vs. PHI,L,27,6,11,0.545,3,7,0.429,0,0,0.0,1,2,3,1,0,0,0,2,15,0,1
22022,1630180,0022201191,"Apr 05, 2023",ATL vs. WAS,W,25,4,9,0.444,2,5,0.4,0,0,0.0,2,2,4,1,1,0,2,3,10,9,1
22022,1630180,0022201182,"Apr 04, 2023",ATL @ CHI,W,34,8,13,0.615,2,6,0.333,0,0,0.0,1,3,4,4,1,0,0,1,18,19,1
22022,1630180,0022201167,"Apr 02, 2023",ATL vs. DAL,W,38,6,13,0.462,1,6,0.167,0,0,0.0,5,3,8,2,2,0,0,3,13,10,1
22022,1630180,0022201153,"Mar 31, 2023",ATL @ BKN,L,30,6,14,0.429,2,7,0.286,2,2,1.0,3,4,7,2,2,0,1,1,16,-28,1
22022,1630180,0022201131,"Mar 28, 2023",ATL vs. CLE,W,21,4,8,0.5,1,5,0.2,2,2,1.0,3,7,10,3,1,0,1,0,11,23,1
22022,1630180,0022201115,"Mar 26, 2023",ATL vs. MEM,L,18,4,11,0.364,0,4,0.0,1,1,1.0,0,3,3,1,0,0,1,1,9,-5,1
22022,1630180,0022201107,"Mar 25, 2023",ATL vs. IND,W,25,7,16,0.438,3,7,0.429,1,1,1.0,2,4,6,1,0,0,0,1,18,9,1
22022,1630180,0022201090,"Mar 22, 2023",ATL @ MIN,L,19,4,9,0.444,4,7,0.571,4,4,1.0,1,5,6,2,0,0,3,2,16,3,1
22022,1630180,0022201078,"Mar 21, 2023",ATL vs. DET,W,20,5,13,0.385,2,4,0.5,2,4,0.5,5,6,11,1,0,0,0,0,14,11,1
22022,1630180,0022201065,"Mar 19, 2023",ATL @ SAS,L,20,0,2,0.0,0,1,0.0,1,2,0.5,0,2,2,1,1,0,1,1,1,-2,1
22022,1630180,0022201048,"Mar 17, 2023",ATL vs. GSW,W,22,2,6,0.333,1,5,0.2,0,0,0.0,1,2,3,2,1,0,1,0,5,2,1
22022,1630180,0022201021,"Mar 13, 2023",ATL vs. MIN,L,25,3,8,0.375,0,2,0.0,0,0,0.0,0,5,5,0,1,0,0,4,6,-7,1
22022,1630180,0022201008,"Mar 11, 2023",ATL vs. BOS,L,26,6,9,0.667,4,7,0.571,1,1,1.0,1,4,5,0,1,0,0,2,17,3,1
22022,1630180,0022200999,"Mar 10, 2023",ATL @ WAS,W,26,5,8,0.625,3,4,0.75,1,1,1.0,0,0,0,0,0,0,1,1,14,15,1
22022,1630180,0022200985,"Mar 08, 2023",ATL @ WAS,W,21,1,5,0.2,0,4,0.0,0,0,0.0,0,3,3,0,0,0,0,0,2,7,1
22022,1630180,0022200974,"Mar 06, 2023",ATL @ MIA,L,32,6,10,0.6,3,5,0.6,2,2,1.0,3,3,6,3,0,0,0,4,17,-16,1
22022,1630180,0022200958,"Mar 04, 2023",ATL @ MIA,L,35,7,12,0.583,4,8,0.5,4,4,1.0,1,2,3,2,2,0,2,1,22,3,1
22022,1630180,0022200947,"Mar 03, 2023",ATL vs. POR,W,24,3,8,0.375,0,3,0.0,1,2,0.5,2,1,3,2,1,0,0,4,7,12,1
22022,1630180,0022200923,"Feb 28, 2023",ATL vs. WAS,L,27,4,9,0.444,4,8,0.5,0,0,0.0,1,5,6,1,1,0,0,1,12,-6,1
22022,1630180,0022200911,"Feb 26, 2023",ATL vs. BKN,W,32,2,6,0.333,2,3,0.667,0,0,0.0,0,4,4,0,1,0,1,4,6,13,1
22022,1630180,0022200896,"Feb 24, 2023",ATL vs. CLE,W,28,6,9,0.667,5,8,0.625,2,2,1.0,2,2,4,1,1,0,1,0,19,20,1
22022,1630180,0022200876,"Feb 15, 2023",ATL vs. NYK,L,18,1,4,0.25,0,1,0.0,0,0,0.0,2,3,5,1,0,0,0,1,2,-1,1
22022,1630180,0022200857,"Feb 13, 2023",ATL @ CHA,L,21,4,9,0.444,3,5,0.6,1,1,1.0,1,4,5,0,0,1,2,0,12,0,1
22022,1630180,0022200822,"Feb 08, 2023",DET @ CLE,L,23,1,6,0.167,1,4,0.25,4,4,1.0,0,6,6,0,0,1,0,0,7,-28,1
22022,1630180,0022200808,"Feb 06, 2023",DET vs. BOS,L,30,5,15,0.333,1,5,0.2,3,3,1.0,3,3,6,4,2,1,1,4,14,5,1
22022,1630180,0022200794,"Feb 04, 2023",DET vs. PHX,L,34,7,12,0.583,4,8,0.5,7,7,1.0,2,3,5,4,2,0,1,0,25,-8,1
22022,1630180,0022200785,"Feb 03, 2023",DET vs. CHA,W,30,8,16,0.5,3,8,0.375,3,4,0.75,3,5,8,2,0,0,1,4,22,6,1
22022,1630180,0022200761,"Jan 30, 2023",DET @ DAL,L,32,5,15,0.333,5,11,0.455,3,4,0.75,0,5,5,2,3,0,1,3,18,-3,1
22022,1630180,0022200743,"Jan 28, 2023",DET vs. HOU,L,27,4,11,0.364,1,7,0.143,1,1,1.0,0,6,6,2,0,0,1,2,10,-10,1
22022,1630180,0022200731,"Jan 26, 2023",DET @ BKN,W,32,10,19,0.526,5,8,0.625,0,0,0.0,6,3,9,3,0,0,0,0,25,7,1
22022,1630180,0022200706,"Jan 23, 2023",DET vs. MIL,L,29,6,14,0.429,2,6,0.333,7,9,0.778,1,2,3,2,1,0,1,3,21,-11,1
22022,1630180,0022200678,"Jan 19, 2023",DET vs. CHI,L,28,6,16,0.375,2,5,0.4,2,2,1.0,3,6,9,1,3,1,1,0,16,-13,1
22022,1630180,0022200648,"Jan 15, 2023",DET vs. NYK,L,36,6,14,0.429,5,10,0.5,4,4,1.0,1,5,6,1,1,0,1,3,21,-20,1
22022,1630180,0022200632,"Jan 13, 2023",DET vs. NOP,L,31,5,14,0.357,1,4,0.25,9,10,0.9,3,7,10,3,1,1,2,2,20,-14,1
22022,1630180,0022200618,"Jan 11, 2023",DET vs. MIN,W,38,10,16,0.625,4,6,0.667,7,8,0.875,1,5,6,1,1,0,4,1,31,2,1
22022,1630180,0022200612,"Jan 10, 2023",DET @ PHI,L,34,4,14,0.286,0,6,0.0,9,9,1.0,0,4,4,2,0,1,0,3,17,-22,1
22022,1630180,0022200596,"Jan 08, 2023",DET vs. PHI,L,29,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,1,1,1,0,3,2,-2,1
22022,1630180,0022200585,"Jan 06, 2023",DET @ SAS,L,26,4,10,0.4,2,4,0.5,0,0,0.0,2,2,4,2,1,0,1,1,10,-9,1
22022,1630180,0022200573,"Jan 04, 2023",DET @ GSW,W,29,6,17,0.353,4,10,0.4,1,1,1.0,0,3,3,1,2,0,0,0,17,-3,1
22022,1630180,0022200559,"Jan 02, 2023",DET @ POR,L,27,2,6,0.333,1,2,0.5,4,5,0.8,1,4,5,0,2,0,2,2,9,-26,1
22022,1630180,0022200544,"Dec 31, 2022",DET @ MIN,W,18,4,8,0.5,1,4,0.25,4,4,1.0,0,4,4,0,0,0,0,1,13,-14,1
22022,1630180,0022200532,"Dec 30, 2022",DET @ CHI,L,31,4,13,0.308,2,7,0.286,0,0,0.0,2,2,4,2,2,0,2,0,10,-17,1
22022,1630180,0022200515,"Dec 28, 2022",DET vs. ORL,W,35,8,16,0.5,6,11,0.545,6,8,0.75,0,8,8,4,1,1,2,3,28,20,1
22022,1630180,0022200499,"Dec 26, 2022",DET vs. LAC,L,26,4,12,0.333,3,6,0.5,2,2,1.0,2,4,6,1,2,0,1,2,13,17,1
